name,price,link
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Yenilenmiş iPhone 11,16.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-11-128-gb-c-kalite-p-655828953
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
P13 4GB + 64GB Blue,2.999 TL,https://www.trendyol.com/reeder/p13-4gb-64gb-blue-max-cep-telefonu-resmi-distributor-garantili-p-136011351
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Galaxy A16 6 GB RAM,10.999 TL,https://www.trendyol.com/samsung/galaxy-a16-6-gb-ram-128-gb-yesil-samsung-turkiye-garantili-p-879171110
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Yenilenmiş iPhone 12,"35.224,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-max-128gb-grafit-b-kalite-p-770020828
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
S23 Pro Max 512GB,7.249 TL,https://www.trendyol.com/reeder/s23-pro-max-512gb-siyah-p-874746522
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
VIA X30 Plus 8GB RAM,7.435 TL,https://www.trendyol.com/casper/via-x30-plus-8gb-ram-256-gb-platin-antrasit-p-658592182
iPhone 16 128GB Siyah,61.399 TL,https://www.trendyol.com/apple/iphone-16-128gb-siyah-p-857296095
C32 8/128 Gb Siyah,4.285 TL,https://www.trendyol.com/oukitel/c32-8-128-gb-siyah-p-707414858
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Galaxy S22 Ultra 256,54.989 TL,https://www.trendyol.com/samsung/galaxy-s22-ultra-256-gb-12-gb-ram-5g-yesil-cep-telefonu-samsung-turkiye-garantili-p-252449818
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Yenilenmiş iPhone 13,"30.898,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-13-256-gb-pembe-b-kalite-p-849079197
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Pura 70 Ultra 16 GB,"62.121,69 TL",https://www.trendyol.com/huawei/pura-70-ultra-16-gb-ram-512-gb-siyah-p-834192204
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
Yenilenmiş Xiaomi Mi,25.999 TL,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-mi-13t-pro-512-gb-siyah-b-kalite-p-856313498
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
General Mobıle,5.723 TL,https://www.trendyol.com/general-mobile/general-mobile-gm-23-se-dual-moon-grey-4-128gb-ay-grisi-p-819717211
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Redmi Note 12 Pro 256,13.950 TL,https://www.trendyol.com/xiaomi/redmi-note-12-pro-256-gb-8-gb-ram-yildiz-mavisi-cep-telefonu-xiaomi-turkiye-garantili-p-706342571
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
nova 12 SE 8 GB RAM,16.559 TL,https://www.trendyol.com/huawei/nova-12-se-8-gb-ram-256-gb-siyah-cep-telefonu-p-828630898
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Gm 24 Pro 256,10.490 TL,https://www.trendyol.com/general-mobile/gm-24-pro-256-gb-8gb-8-gb-genisletilmis-ram-dual-sim-cep-telefonu-p-757169338
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
Yenilenmiş Galaxy S23,30.899 TL,https://www.trendyol.com/samsung/yenilenmis-galaxy-s23-plus-256-krem-a-kalite-p-875110408
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
Defy Ve Dayanıklı,"20.919,65 TL",https://www.trendyol.com/motorola/defy-ve-dayanikli-android10-telefon-p-192208331
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Yenilenmiş Galaxy S20,8.999 TL,https://www.trendyol.com/samsung/yenilenmis-galaxy-s20-fe-256-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-849050664
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Yenilenmiş Galaxy,15.899 TL,https://www.trendyol.com/samsung/yenilenmis-galaxy-note-20-256-gb-mistik-uzay-grisi-a-grade-p-689225691
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Mi 11t Pro 8/256gb Gri,20.999 TL,https://www.trendyol.com/xiaomi/mi-11t-pro-8-256gb-gri-cep-telefonu-p-242248171
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Galaxy S24 256 GB Gri,36.650 TL,https://www.trendyol.com/samsung/galaxy-s24-256-gb-gri-p-792775312
Yenilenmiş iPhone X 256,"11.843,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-x-256-gb-uzay-grisi-cep-telefonu-12-ay-garantili-b-kalite-p-689227150
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Iphone 6s 16gb Gümüş -,2.764 TL,https://www.trendyol.com/apple/iphone-6s-16gb-gumus-yenilenmis-outlet-p-809585188
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
A43 128 GB 6 GB RAM,5.149 TL,https://www.trendyol.com/hiking/a43-128-gb-6-gb-ram-cep-telefonu-buz-mavisi-p-786834376
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
P13 Blue Max 128 Gb 4,3.149 TL,https://www.trendyol.com/reeder/p13-blue-max-128-gb-4-gb-ram-2022-telefon-yesil-6-5-p-299146129
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Redmi 14C 8 GB RAM 256,8.999 TL,https://www.trendyol.com/xiaomi/redmi-14c-8-gb-ram-256-gb-yesil-xiaomi-turkiye-garantili-p-869864069
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
Yenilenmiş iPhone 12,18.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-64-gb-black-cep-telefonu-12-ay-garantili-p-455966610
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
Redmi Note 13 Pro 5G,27.999 TL,https://www.trendyol.com/xiaomi/redmi-note-13-pro-5g-12-gb-ram-512-gb-mavi-cep-telefonu-xiaomi-turkiye-garantili-p-797850359
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Y17s 128 Gb 4 Gb Ram,7.499 TL,https://www.trendyol.com/vivo/y17s-128-gb-4-gb-ram-isiltili-mor-cep-telefonu-turkiye-garantili-p-775975349
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Yenilenmiş iPhone 14,"61.798,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-128-gb-derin-mor-cep-telefonu-12-ay-garantili-a-kalite-p-846885273
S71 256 GB MAVİ,13.999 TL,https://www.trendyol.com/reeder/s71-256-gb-mavi-p-881676546
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Galaxy A34 5g 128 Gb,17.375 TL,https://www.trendyol.com/samsung/galaxy-a34-5g-128-gb-8-gb-ram-gumus-p-679425555
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Yenilenmiş Iphone 14,56.499 TL,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-128-gb-derin-mor-b-kalite-12-ay-garantili-p-865706410
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Yenilenmiş SAMSUNG,"7.826,97 TL",https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a52-128gb-a-kalite-mor-p-796428615
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
Zero 30 8 GB Ram + 8,12.999 TL,https://www.trendyol.com/infinix/zero-30-8-gb-ram-8-gb-sanal-ram-256-gb-cep-telefonu-infinix-turkiye-garantili-p-785168571
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Yenilenmiş iPhone 11,"20.598,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-11-256-gb-beyaz-cep-telefonu-12-ay-garantili-a-kalite-p-689224425
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Yenilenmiş Apple iPhone,42.599 TL,https://www.trendyol.com/apple/yenilenmis-apple-iphone-13-pro-128-gb-12-ay-delta-servis-garantili-c-kalite-p-854034220
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Y19s 128 Gb 4gb Işıltılı,7.499 TL,https://www.trendyol.com/vivo/y19s-128-gb-4gb-isiltili-siyah-p-875636182
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Galaxy A15 8 GB RAM,10.999 TL,https://www.trendyol.com/samsung/galaxy-a15-8-gb-ram-256-gb-mavi-p-793616441
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
Yenilenmiş SAMSUNG,5.207 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a05-128gb-b-kalite-siyah-p-876871195
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
S19 Max Pro S Zoom,12.999 TL,https://www.trendyol.com/reeder/s19-max-pro-s-zoom-turkiye-reeder-garantili-p-803881883
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
ERA 30 8GB,6.995 TL,https://www.trendyol.com/general-mobile/era-30-8gb-4gb-4gb-genisletilmis-ram-128gb-hafiza-cift-sim-kart-p-848806977
X400 128 Gb 4 Gb Ram,5.245 TL,https://www.trendyol.com/omix/x400-128-gb-4-gb-ram-beyaz-akilli-telefon-bluetooth-kulaklik-hediyeli-p-328927415
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Yenilenmiş iPhone 11 64,14.904 TL,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-kirmizi-cep-telefonu-12-ay-garantili-b-kalite-p-366523931
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Hot 40 Pro 8 gb + 8,12.900 TL,https://www.trendyol.com/infinix/hot-40-pro-8-gb-8-gb-sanal-ram-256-gb-infinix-turkiye-garantili-p-832132989
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Yenilenmiş iPhone 12,"21.113,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-128-gb-siyah-a-grade-p-689214680
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
X9b 5g 12gb Ram 256 Gb,17.567 TL,https://www.trendyol.com/honor/x9b-5g-12gb-ram-256-gb-yesil-kvk-turkiye-garantili-p-832529307
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Yenilenmiş SAMSUNG,19.334 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-4-128gb-b-kalite-mavi-p-875635651
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Yenilenmiş iPhone X 64,11.199 TL,https://www.trendyol.com/apple/yenilenmis-iphone-x-64-gb-uzay-grisi-cep-telefonu-12-ay-garantili-a-kalite-p-689214809
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Yenilenmiş iPhone 12,"19.774,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-64gb-beyaz-a-kalite-p-778393238
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Galaxy A32 128 GB,19.650 TL,https://www.trendyol.com/samsung/galaxy-a32-128-gb-lavanta-cep-telefonu-samsung-turkiye-garantili-p-102207092
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
Yenilenmiş Samsung,19.839 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-fe-256gb-a-kalite-yesil-p-881357943
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
11 Nfc 16 Gb Ram 8gb,12.680 TL,https://www.trendyol.com/realme/11-nfc-16-gb-ram-8gb-8gb-a-kadar-dinamik-ram-256-gb-turkiye-garantili-kablolu-kulaklik-hediye-p-804100204
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Yenilenmiş Iphone 12,"39.138,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-max-256-gb-altin-256-gb-altin-b-grade-p-689214544
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Camon 30 256 GB / 12 GB,13.899 TL,https://www.trendyol.com/tecno/camon-30-256-gb-12-gb-ram-siyah-tecno-turkiye-garantili-p-838233269
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
iPhone 15 Pro Max 512,94.399 TL,https://www.trendyol.com/apple/iphone-15-pro-max-512-gb-mavi-titanyum-p-762254886
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Yenilenmiş iPhone 12,18.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-64-gb-siyah-a-grade-p-689223326
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Galaxy A16 6 GB RAM,10.999 TL,https://www.trendyol.com/samsung/galaxy-a16-6-gb-ram-128-gb-siyah-samsung-turkiye-garantili-p-879171109
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
Yenilenmiş iPhone 14,39.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-14-128-gb-mavi-a-kalite-p-858652355
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Era 50 12gb,7.649 TL,https://www.trendyol.com/general-mobile/era-50-12gb-6gb-6gb-genisletilmis-ram-128-gb-hafiza-cift-sim-kart-p-848804239
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Magic 6 Pro 512 GB 12,54.999 TL,https://www.trendyol.com/honor/magic-6-pro-512-gb-12-gb-ram-siyah-p-829177129
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Yenilenmiş Samsung,11.299 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-note-10-plus-256-gb-12-ay-delta-servis-garantili-c-kalite-p-851442041
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
İphone 11 128 Gb Siyah,27.400 TL,https://www.trendyol.com/apple/iphone-11-128-gb-siyah-mhdh3tu-a-p-64074797
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
10 128 GB 8 GB RAM,8.099 TL,https://www.trendyol.com/realme/10-128-gb-8-gb-ram-gundogumu-beyazi-cep-telefonu-realme-turkiye-garantili-p-683881268
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
Y17s 128 Gb 6 Gb Ram,6.350 TL,https://www.trendyol.com/vivo/y17s-128-gb-6-gb-ram-isiltili-mor-cep-telefonu-turkiye-garantili-p-776126166
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Redmi 9C 3 GB RAM 64,5.999 TL,https://www.trendyol.com/xiaomi/redmi-9c-3-gb-ram-64-gb-cep-telefonu-siyah-xiaomi-turkiye-garantili-p-236449618
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
S23 Pro Max 8/512 Gb,8.500 TL,https://www.trendyol.com/reeder/s23-pro-max-8-512-gb-mavi-reeder-turkiye-garantili-p-809909300
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
iPhone 16 Plus 128GB,73.999 TL,https://www.trendyol.com/apple/iphone-16-plus-128gb-pembe-p-857296115
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Y28 8/128 Gb Akıllı,8.499 TL,https://www.trendyol.com/vivo/y28-8-128-gb-akilli-telefon-metalik-yesil-p-877381666
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Hot 40 Pro 8 Gb Ram 8,11.500 TL,https://www.trendyol.com/infinix/hot-40-pro-8-gb-ram-8-gb-sanal-ram-256gb-yesil-cep-telefonu-turkiye-garantili-p-806153712
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
iPhone 16 Pro Max 512GB,105.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-naturel-titanyum-p-857296112
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Yenilenmiş iPhone Xs,15.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-xs-max-64-gb-uzay-grisi-64-gb-uzay-grisi-a-grade-p-689226396
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
P30 Pro Beyaz 128 Gb /,12.224 TL,https://www.trendyol.com/huawei/p30-pro-beyaz-128-gb-8-gb-ram-yenilenmis-urun-sifir-gibi-p-817788071
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Note 30 X6833B 128 GB,9.250 TL,https://www.trendyol.com/infinix/note-30-x6833b-128-gb-8gb-ram-cep-telefonu-p-739646850
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Galaxy A35 256 GB,15.900 TL,https://www.trendyol.com/samsung/galaxy-a35-256-gb-sari-cep-telefonu-samsung-turkiye-garantili-p-816445654
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
VIA X40 256 Gb 8 Gb,10.399 TL,https://www.trendyol.com/casper/via-x40-256-gb-8-gb-ram-gece-siyahi-amoled-ekran-p-877873398
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
Mix Flip 12/512 GB Mor,69.999 TL,https://www.trendyol.com/xiaomi/mix-flip-12-512-gb-mor-xiaomi-turkiye-garantili-p-862463130
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Note 30 Pro 256 GB,11.849 TL,https://www.trendyol.com/infinix/note-30-pro-256-gb-gold-ithalatci-garantili-p-846196073
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Galaxy A15 6 GB RAM,10.050 TL,https://www.trendyol.com/samsung/galaxy-a15-6-gb-ram-128-gb-sari-samsung-turkiye-garantili-p-793616428
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Galaxy S20 FE Yeşil,7.399 TL,https://www.trendyol.com/samsung/galaxy-s20-fe-yesil-128-gb-6-gb-ram-yenilenmis-urun-b-kalite-p-873478875
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Galaxy Z Fold6 512 GB,85.499 TL,https://www.trendyol.com/samsung/galaxy-z-fold6-512-gb-gumus-cep-telefonu-samsung-turkiye-garantili-p-838658387
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Yenilenmiş iPhone 14,"61.798,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-128-gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-846790469
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
Yenilenmiş Samsung,3.999 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a04s-64-gb-siyah-p-773283308
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Yenilenmiş REDMI NOTE,5.149 TL,https://www.trendyol.com/xiaomi/yenilenmis-redmi-note-11-64gb-a-kalite-gri-p-827651286
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Mi 10 256GB Yeşil,19.499 TL,https://www.trendyol.com/xiaomi/mi-10-256gb-yesil-akilli-cep-telefonu-xiaomi-turkiye-garantili-p-41174443
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Galaxy S22 Ultra,28.999 TL,https://www.trendyol.com/samsung/galaxy-s22-ultra-phantom-black-128gb-yenilenmis-b-kalite-12-ay-garantili-p-818457394
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Armor 21 Android 14,"32.999,90 TL",https://www.trendyol.com/ulefone/armor-21-android-14-9600mah-ip68-mtk-g99-8gb-256gb-122db-yuksek-hoparlor-cep-telefonu-p-820832762
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
SPARK 20 Pro Plus 256GB,12.499 TL,https://www.trendyol.com/tecno/spark-20-pro-plus-256gb-8-gb-ram-tecno-turkiye-garantili-p-846247112
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
iPhone 15 Pro Max 512,98.479 TL,https://www.trendyol.com/apple/iphone-15-pro-max-512-gb-naturel-titanyum-p-762254865
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
iPhone 15 256 GB Pembe,58.399 TL,https://www.trendyol.com/apple/iphone-15-256-gb-pembe-p-762254854
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Yenilenmiş iPhone 11,"23.688,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-256-gb-gumus-a-kalite-p-852538342
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
